ID,OWNERSHIP,REVENUE,EXPERIENCE,MAIN_PRODUCT,NUM_BANKS,POSITION,COMP1,COMP2,COMP3,COMP4,SPEED1,SPEED2,SPEED3,SPEED4,DIGI1,DIGI2,DIGI3,DIGI4,REPU1,REPU2,REPU3,REPU4,RELA1,RELA2,RELA3,RELA4,STAFF1,STAFF2,STAFF3,STAFF4,COLL1,COLL2,COLL3,COLL4,DEC1,DEC2,DEC3,DEC4,WALLET_SHARE
686,1,2,3,1,4,2,3,3,3,3,3,3,4,5,4,5,4,5,2,3,3,4,4,3,4,4,5,5,5,4,2,3,3,1,4,4,4,4,2
687,1,3,2,2,2,4,2,3,2,3,3,4,2,3,3,3,2,2,4,5,4,3,3,3,2,2,4,4,5,4,4,4,4,5,2,4,4,3,2
688,1,4,2,1,2,3,3,4,4,5,3,3,3,2,3,3,4,3,4,4,5,3,4,3,4,4,5,4,4,4,4,4,4,3,3,4,3,3,3
689,1,3,4,2,2,2,3,2,3,4,5,4,4,4,5,4,4,5,4,3,3,4,4,3,4,5,5,5,5,5,4,4,5,5,4,5,4,4,4
690,2,3,1,2,4,2,2,3,3,2,3,3,4,2,3,2,2,3,4,4,4,4,2,3,2,3,4,2,2,3,2,2,2,4,4,4,4,4,1
691,1,2,3,2,2,3,2,2,3,3,4,5,5,5,3,3,3,3,3,3,4,4,4,4,4,5,5,4,4,4,3,3,3,3,4,4,4,4,3
692,2,1,3,4,1,2,3,3,4,4,4,3,4,3,5,4,4,4,5,5,4,4,4,2,2,3,4,4,5,5,4,2,4,3,4,4,3,5,3
693,1,1,2,4,1,2,4,5,4,2,2,1,2,3,3,4,4,3,4,3,3,3,3,3,3,2,2,2,1,2,5,4,2,3,2,2,2,2,1
694,1,2,3,1,2,1,3,3,3,3,3,3,4,4,3,4,3,5,4,4,4,5,5,4,2,4,4,3,3,5,2,3,4,2,4,4,4,3,3
695,2,3,3,1,2,1,4,3,4,5,4,5,5,5,4,4,3,5,5,4,5,5,3,4,4,3,4,4,3,4,4,3,4,3,4,4,5,5,3
696,1,1,2,1,2,2,5,4,3,3,5,4,5,3,4,3,4,5,4,4,4,3,3,3,4,3,3,3,3,4,2,2,4,3,4,5,3,4,4
697,1,2,3,2,2,3,4,5,3,4,3,2,3,2,4,3,3,3,4,4,4,4,5,5,5,5,4,4,4,4,3,3,3,2,4,4,4,4,3
698,1,2,3,5,2,2,3,3,2,1,4,4,2,4,3,3,3,4,4,3,4,3,3,3,4,3,5,4,4,5,4,4,3,4,4,4,4,4,3
699,1,1,1,2,1,2,4,4,4,4,3,4,3,3,3,3,3,3,5,5,5,5,3,4,3,3,4,4,4,4,3,3,4,4,5,5,5,5,3
700,1,2,4,2,2,2,5,5,5,5,5,4,5,5,4,4,3,3,5,5,5,4,3,3,4,4,4,5,4,5,3,3,2,4,5,4,4,4,2
701,1,2,3,2,1,4,2,1,1,1,1,1,1,1,4,4,5,4,5,3,2,3,3,3,4,3,5,4,4,3,4,3,5,4,3,3,3,3,3
702,3,2,3,2,2,2,3,2,3,4,3,3,3,2,2,3,2,3,3,4,3,4,4,4,4,4,3,4,4,3,5,3,4,4,4,4,4,2,3
703,1,3,4,1,4,3,5,5,3,4,3,1,3,3,4,3,3,4,4,5,4,3,5,4,5,5,2,3,2,3,3,3,4,3,4,3,4,3,1
704,4,2,2,4,1,3,2,3,3,2,2,4,4,3,5,5,3,4,5,5,5,4,4,3,4,4,4,4,4,5,3,1,3,2,2,4,4,3,2
705,2,2,1,1,1,2,3,1,2,2,5,3,5,5,4,3,4,3,5,5,5,4,3,3,1,4,2,4,4,5,3,3,3,3,3,5,5,4,4
706,1,3,1,1,1,3,3,4,4,3,4,4,4,4,4,5,5,5,4,4,4,5,5,5,4,5,4,4,3,5,5,5,4,5,5,5,5,5,4
707,3,1,3,2,1,2,3,2,1,2,3,4,4,4,4,4,5,3,3,2,2,1,3,2,3,3,4,5,3,4,5,5,2,3,4,4,4,3,4
708,1,1,3,1,3,2,4,4,3,4,2,2,3,2,4,5,4,5,4,5,5,4,3,3,3,3,3,2,3,4,4,4,4,4,4,3,2,3,1
709,2,2,3,5,1,2,5,5,5,5,4,4,4,3,5,5,5,4,4,5,5,5,4,4,3,4,5,4,5,4,4,5,5,2,5,5,5,5,4
710,2,1,2,1,2,4,4,4,5,4,4,4,5,5,4,4,4,5,5,4,5,4,5,4,4,5,4,4,5,4,2,2,2,3,4,4,4,4,2
711,3,3,3,4,3,3,3,4,3,2,2,1,2,3,2,3,3,2,1,1,1,2,1,1,2,1,4,3,3,3,4,4,3,4,4,4,4,4,2
712,1,2,3,2,2,1,4,4,4,4,2,1,3,3,5,4,3,4,5,4,4,4,5,4,4,5,4,5,4,5,3,4,5,4,4,3,4,2,1
713,4,1,1,1,1,3,3,2,2,2,2,3,3,3,3,2,1,1,1,3,3,3,4,4,3,1,2,1,1,1,1,1,1,1,4,2,3,2,2
714,1,2,1,2,1,2,3,1,2,2,5,4,5,4,4,4,4,4,5,4,3,4,4,4,4,4,3,3,2,2,4,3,4,3,4,4,4,5,2
715,1,1,3,2,3,2,4,4,5,3,1,2,2,2,4,4,4,4,4,3,4,3,3,3,4,2,4,2,4,5,4,2,4,2,3,2,3,2,1
716,2,2,3,2,1,4,4,4,3,4,5,4,5,5,3,2,3,4,4,4,4,5,3,4,4,4,5,5,4,5,4,4,4,5,4,4,5,4,3
717,2,3,3,4,4,2,4,3,3,3,3,3,2,3,3,4,3,3,3,3,4,4,5,5,5,5,4,4,4,4,3,3,3,4,3,4,3,4,1
718,2,2,3,1,4,3,4,3,3,5,3,2,2,3,3,4,4,3,5,4,4,4,4,4,2,5,4,3,4,4,4,5,5,4,5,4,5,5,1
719,1,3,1,3,3,2,2,1,3,3,3,3,4,3,1,1,1,3,4,4,4,4,4,4,4,4,5,4,4,3,2,4,4,4,3,4,4,3,1
720,2,1,3,1,3,2,4,4,3,4,2,2,3,2,5,4,4,4,4,4,4,3,4,3,3,3,3,3,3,4,4,3,3,4,1,3,4,2,1
721,1,2,2,3,1,2,4,4,4,4,5,5,5,4,5,5,5,5,4,4,5,4,5,5,4,4,4,3,4,4,2,5,5,4,5,5,4,5,4
722,3,4,4,1,1,2,4,5,4,4,2,1,3,2,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,3,3,4,1
723,2,3,3,5,2,1,3,3,4,3,5,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,5,4,4,4,2,2,4,4,3,4,3,3,3
724,3,3,2,3,2,3,3,3,4,3,3,3,3,3,4,4,4,4,2,4,4,4,5,5,5,5,3,2,4,1,3,2,3,2,4,4,3,5,4
725,2,1,4,2,2,2,2,3,1,3,4,3,2,4,3,3,4,4,3,3,3,3,5,4,3,4,3,5,4,4,2,3,3,3,2,3,4,3,1
726,2,1,3,3,1,3,2,3,4,3,3,3,2,4,3,3,4,3,4,3,4,4,4,4,4,4,4,2,4,4,2,3,3,2,4,3,4,4,3
727,1,1,2,2,1,4,2,2,2,2,3,3,3,4,2,2,2,2,2,2,2,3,1,1,2,1,3,1,2,3,2,3,2,2,2,1,2,2,1
728,3,3,3,2,3,3,5,4,4,2,4,3,1,3,5,5,5,5,2,4,4,4,4,4,4,4,4,2,3,3,3,3,5,4,4,4,4,3,2
729,4,1,2,1,1,2,3,4,4,5,3,3,3,2,3,4,4,3,5,4,3,5,3,3,4,3,2,3,3,4,2,2,1,3,4,5,5,4,4
730,2,1,2,4,4,1,4,5,4,4,5,5,5,5,3,5,4,3,3,3,4,3,4,4,5,5,3,5,4,5,2,2,4,3,5,5,5,4,1
731,1,4,1,2,3,4,3,3,4,4,2,2,2,2,1,3,3,3,4,4,4,4,4,4,4,3,4,4,2,3,2,3,2,2,4,3,5,4,1
732,1,3,4,2,1,2,4,1,3,4,2,4,4,3,2,2,2,2,4,4,4,4,2,3,3,3,4,3,3,2,3,3,4,3,3,4,3,4,4
733,2,2,1,2,3,2,3,3,3,2,5,4,5,5,4,3,3,2,4,4,4,4,4,4,4,3,2,2,2,1,4,5,1,4,4,4,4,3,2
734,3,2,3,2,1,3,2,1,2,2,4,3,4,3,4,2,4,1,4,3,3,4,3,2,2,2,1,2,1,2,2,2,2,2,3,4,2,4,4
735,2,1,2,1,2,2,4,4,4,4,5,4,5,3,3,3,3,2,3,3,3,4,3,3,4,4,3,4,2,4,2,1,3,4,3,4,3,3,2
736,2,1,2,3,4,2,3,4,2,2,1,3,3,3,5,4,4,4,4,5,5,5,3,5,4,4,3,4,3,4,3,3,4,4,4,3,4,4,1
737,2,2,1,1,1,1,2,2,1,2,2,1,2,1,4,4,4,4,4,4,3,4,1,1,1,1,3,4,3,4,1,3,3,2,2,2,3,2,3
738,2,1,4,2,1,2,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,5,5,3,5,2,4,5,5,4,4,4
739,2,2,3,1,2,1,3,3,1,3,1,3,3,3,5,4,5,4,2,3,3,2,1,2,2,2,4,5,3,4,4,3,4,3,2,4,3,3,3
740,1,1,4,1,3,3,5,5,4,4,3,2,2,4,4,3,4,3,3,4,4,4,2,2,1,1,4,5,4,4,3,3,2,4,3,2,3,3,1
741,1,1,3,4,2,1,5,4,5,4,5,5,5,5,4,4,4,3,4,4,3,4,4,4,4,4,5,4,4,4,5,5,5,5,4,5,4,5,4
742,3,4,3,2,1,2,4,4,4,5,4,5,4,4,2,3,3,3,2,2,2,2,3,3,3,3,5,4,4,5,5,5,5,4,4,4,2,4,4
743,3,4,2,3,4,2,5,4,5,4,2,2,3,3,3,5,4,3,5,4,5,4,4,4,4,5,3,3,3,2,5,5,5,5,3,5,5,5,3
744,4,3,3,3,4,2,2,3,2,3,2,2,2,3,4,4,4,4,3,4,3,3,3,1,2,2,4,3,2,2,3,3,3,2,4,3,4,3,1
745,1,2,3,1,2,2,2,2,2,2,3,4,4,4,4,3,2,1,3,2,3,1,3,3,4,3,3,2,2,3,2,2,2,2,2,3,3,2,1
746,2,2,1,4,3,3,4,4,3,2,4,3,3,2,3,5,4,3,1,3,2,3,3,3,2,3,4,3,3,4,5,5,5,5,3,4,3,2,1
747,1,2,3,1,3,4,4,3,4,5,5,5,4,4,2,3,3,1,3,2,2,2,4,4,4,4,4,4,4,4,2,2,2,3,4,4,4,4,2
748,4,3,4,2,2,1,4,5,3,3,3,3,3,2,3,3,4,4,4,3,3,4,4,3,2,4,4,3,3,4,3,4,4,3,4,3,4,3,2
749,4,3,3,3,3,2,5,4,3,3,4,4,5,3,5,5,4,4,4,5,5,5,4,4,4,3,4,5,5,5,5,4,4,4,5,4,5,5,1
750,1,1,4,3,3,2,1,1,1,1,3,3,3,3,3,2,3,3,2,3,2,2,4,2,4,3,4,5,3,3,1,1,1,1,2,2,4,2,1
751,1,3,4,1,3,4,3,3,2,3,4,4,4,4,3,4,4,4,4,4,3,3,4,4,5,5,1,3,2,2,3,3,4,3,3,4,3,3,3
752,1,2,3,2,1,1,2,2,3,3,3,4,3,4,5,4,4,5,4,5,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
753,1,1,2,2,3,3,4,4,4,3,2,2,3,3,3,4,4,3,4,4,3,4,2,2,3,3,1,3,2,2,4,4,4,4,4,4,4,3,2
754,4,1,1,3,2,2,3,4,4,3,3,3,3,3,4,3,3,3,3,3,3,2,5,5,3,4,3,4,3,4,1,1,2,1,4,4,3,2,3
755,1,1,3,1,2,3,4,2,3,3,2,2,2,2,5,4,5,4,3,3,3,2,3,3,3,3,5,5,4,4,4,2,4,3,4,4,3,4,2
756,4,3,3,4,1,3,3,1,4,2,2,1,2,1,4,4,4,4,3,2,3,3,5,5,4,4,4,3,2,3,3,2,3,2,3,4,4,4,3
757,3,1,3,3,2,2,3,4,3,3,1,2,2,2,2,4,2,3,3,3,1,2,4,3,4,4,4,3,4,4,5,4,4,5,2,3,4,2,1
758,1,1,3,1,3,2,4,4,3,4,3,1,3,3,4,4,5,4,3,3,3,3,5,4,5,4,3,4,3,4,4,3,4,4,5,4,4,4,1
759,4,4,1,1,2,2,4,4,4,3,4,3,4,3,4,3,3,4,4,4,5,5,5,5,5,3,4,4,3,4,4,5,4,4,4,3,5,4,1
760,2,2,2,5,2,1,3,2,1,3,1,1,1,2,3,3,2,2,1,1,2,1,2,3,2,2,4,4,3,4,1,3,2,2,2,3,3,2,2
761,2,3,3,2,3,1,4,3,3,4,5,5,5,5,4,3,4,3,3,5,5,5,5,5,5,5,5,4,4,3,5,5,4,5,4,5,5,4,3
762,2,2,3,2,1,2,4,5,5,5,5,5,5,5,4,4,3,4,5,5,4,5,3,3,5,4,5,4,5,5,2,2,2,3,5,4,4,5,3
763,3,4,3,1,3,2,3,5,5,5,4,4,3,4,3,3,3,3,3,5,5,4,4,4,4,4,3,2,4,4,4,4,5,4,4,3,3,3,2
764,4,3,4,4,3,2,3,4,2,3,4,4,4,4,4,4,5,4,3,2,3,3,4,3,4,5,3,2,3,3,5,4,4,3,3,3,3,2,1
765,2,1,1,3,3,4,4,3,4,3,3,2,2,3,2,2,2,1,3,3,3,4,4,3,4,3,5,4,4,5,2,2,2,3,2,4,4,3,1
766,1,1,3,3,2,2,5,5,4,4,4,5,5,5,5,4,5,4,5,5,5,5,5,5,4,5,3,3,3,3,4,3,5,4,5,5,4,5,4
767,2,1,4,4,2,2,4,4,4,4,5,4,5,5,1,3,2,2,4,4,4,3,4,5,5,4,3,4,3,4,4,4,4,5,4,4,5,3,3
768,1,1,3,2,2,2,4,4,5,5,5,3,4,5,4,4,4,4,5,4,5,5,4,5,4,5,4,4,3,4,3,1,1,3,5,5,5,5,3
769,2,1,4,2,1,2,2,3,2,3,3,2,4,3,4,5,4,2,2,2,4,3,3,3,3,3,3,3,1,3,4,4,3,4,3,2,4,3,1
770,1,3,4,3,4,4,4,4,3,2,3,3,3,3,3,3,1,3,3,2,5,5,3,5,3,3,4,5,4,4,3,4,4,4,4,5,3,4,1
771,2,1,3,1,3,2,4,4,4,5,3,3,4,4,5,3,4,4,5,5,4,4,4,3,2,3,4,4,3,4,4,4,4,4,3,4,3,3,2
772,2,2,2,2,1,3,3,4,4,3,4,4,4,4,2,1,1,2,5,3,5,5,4,4,4,2,3,5,3,4,3,4,3,3,4,3,4,3,2
773,1,1,1,1,2,2,2,3,3,2,3,3,3,3,3,2,3,2,4,4,5,4,2,2,2,3,4,5,3,4,3,3,3,2,4,3,4,2,1
774,1,2,2,1,1,2,4,5,5,5,4,4,4,5,4,4,3,4,2,2,3,1,5,4,5,5,3,2,3,3,3,3,2,3,5,4,5,5,3
775,3,2,1,3,3,4,4,3,4,4,4,4,4,4,4,4,5,4,3,1,3,3,3,4,4,4,2,2,2,1,4,4,5,4,4,4,4,4,2
776,3,1,3,1,3,1,4,5,4,5,4,3,5,4,5,4,5,4,4,4,2,3,4,4,4,3,5,3,4,4,4,4,3,4,4,4,5,4,2
777,1,2,1,2,4,3,3,3,3,2,3,4,2,2,4,4,4,5,2,4,3,4,4,3,3,4,3,5,3,3,2,3,3,2,4,4,3,4,1
778,2,1,4,3,2,3,3,2,3,2,1,2,4,2,3,4,4,4,1,3,1,3,4,4,3,4,3,4,3,3,3,2,1,3,3,4,4,3,2
779,2,3,1,1,3,2,4,4,3,4,5,5,4,4,4,4,3,4,4,3,3,4,4,4,5,4,4,3,4,4,3,2,3,3,4,4,4,2,2
780,3,4,1,2,3,2,4,5,5,5,4,4,2,4,2,3,3,3,4,4,4,5,2,3,3,2,4,4,3,4,5,4,3,4,2,3,4,2,1
781,2,2,3,1,3,2,5,5,5,4,4,4,4,4,4,3,4,4,4,5,3,4,5,5,4,4,5,4,3,4,5,5,5,4,4,4,4,4,2
782,2,2,4,1,2,3,1,2,1,1,4,3,4,4,2,2,3,2,2,3,3,3,3,4,3,4,4,4,4,4,3,3,4,3,1,1,1,1,1
783,3,3,4,3,3,3,3,3,3,4,4,3,3,4,3,2,3,2,4,4,4,4,4,4,5,4,3,3,2,3,3,2,2,3,2,3,4,3,1
784,1,2,3,3,3,2,2,2,2,2,1,3,3,3,2,3,3,1,1,2,2,4,2,2,3,2,1,3,3,2,4,3,5,4,1,2,1,2,1
785,3,4,4,1,1,2,3,5,3,4,3,4,4,5,5,3,4,4,5,4,4,5,4,5,5,5,4,4,3,3,4,4,4,2,4,4,3,3,3
786,1,1,4,4,2,3,3,2,2,4,3,4,4,5,5,5,5,2,4,4,5,5,4,5,4,4,4,4,4,3,5,5,4,4,3,3,4,4,2
787,1,1,2,2,2,1,3,4,3,3,1,3,3,2,3,3,4,3,4,3,2,3,4,3,4,3,4,4,3,2,2,1,3,1,4,3,3,1,2
788,1,1,2,2,3,2,3,3,3,3,5,4,3,3,4,3,4,4,2,2,4,2,5,5,5,4,4,3,3,3,3,3,4,3,2,4,3,4,3
789,1,3,3,1,2,1,3,2,4,4,3,2,3,3,4,4,4,2,4,5,4,4,3,3,3,2,4,3,3,3,5,4,4,4,3,2,4,3,1
790,1,2,2,2,1,1,5,3,2,2,3,4,3,5,3,3,3,3,4,3,4,3,3,2,2,4,5,3,5,5,2,1,1,1,3,1,3,2,1
791,2,1,4,1,2,2,4,5,5,3,3,2,1,1,2,3,4,2,3,4,4,4,4,3,4,3,2,3,3,3,3,3,3,4,3,3,4,3,1
792,3,2,3,1,2,2,4,4,3,4,4,2,3,2,5,4,4,4,4,3,3,4,5,4,4,4,3,3,2,3,5,5,5,5,2,4,3,4,3
793,2,2,4,3,2,3,2,4,3,2,4,3,2,4,2,2,1,1,4,4,4,4,3,3,4,4,4,3,3,5,1,1,1,1,3,2,2,2,1
794,3,4,3,3,2,4,5,4,5,4,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,2,3,3,3,5,4,5,4,5,4,5,4,3
795,2,1,1,1,1,3,3,3,3,3,2,1,3,3,1,2,2,2,5,4,5,5,5,4,5,5,4,4,3,2,2,5,2,3,4,3,4,4,3
796,2,2,1,1,1,2,2,3,2,1,2,4,4,4,5,4,5,4,4,4,4,4,2,2,2,2,1,1,2,3,2,3,2,1,3,4,3,3,3
797,3,3,4,4,3,4,4,5,5,4,4,4,4,4,4,2,3,2,4,4,1,3,5,5,5,4,3,4,4,4,5,5,5,5,4,5,5,5,4
798,2,3,3,4,4,1,2,3,2,3,3,3,2,3,3,3,3,4,2,2,1,2,1,1,1,1,4,2,2,3,3,2,3,3,3,2,3,3,1
799,2,2,2,2,2,2,5,4,4,4,4,4,4,2,5,3,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,1,3,2,4,5,5,4,4
800,2,1,3,1,1,4,4,4,4,3,2,3,2,3,1,1,1,1,3,3,1,3,3,4,3,3,1,1,1,1,4,4,4,4,3,2,4,3,2
